antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'bottled water'}),frozenset({'whole milk'}),0.11052364006100661,0.25551601423487547,0.03436705643111337,0.31094756209751606,1.2169396232507244,1.0,0.0061264964439949506,1.0804460514375038,0.20041740732623908,0.10361741263028815,0.07445633341014345,0.22272407949682804
frozenset({'brown bread'}),frozenset({'other vegetables'}),0.06487036095577021,0.1934926283680732,0.018708693441789527,0.28840125391849525,1.490502539300263,1.0,0.0061567567972719145,1.1333737953770247,0.35191414024421946,0.07806533729316928,0.11767855929001522,0.1925453458241977
frozenset({'brown bread'}),frozenset({'whole milk'}),0.06487036095577021,0.25551601423487547,0.02521606507371632,0.3887147335423197,1.5212930379581036,1.0,0.00864064900032023,1.2178994433798704,0.36643523308792836,0.08542886668963141,0.17891414973896672,0.24370078101708106
frozenset({'butter'}),frozenset({'other vegetables'}),0.05541433655312659,0.1934926283680732,0.020030503304524657,0.3614678899082569,1.868122279163272,1.0,0.0093082376755872,1.2630647055729887,0.49196505166299664,0.08751665926254998,0.20827492401004874,0.2324943233041022
frozenset({'butter'}),frozenset({'whole milk'}),0.05541433655312659,0.25551601423487547,0.02755465175394001,0.4972477064220184,1.9460530014566455,1.0,0.013395401346415137,1.4808166870145727,0.5146588602592161,0.0972371725870111,0.3246969670391356,0.30254347119747954
frozenset({'butter'}),frozenset({'yogurt'}),0.05541433655312659,0.13950177935943062,0.014641586171835282,0.26422018348623855,1.8940273357049242,1.0,0.006911187620651786,1.1695050629653623,0.49971594306901085,0.08121827411167512,0.14493743407623255,0.18458822585390644
frozenset({'butter milk'}),frozenset({'other vegetables'}),0.027961362480935434,0.1934926283680732,0.010371123538383325,0.3709090909090909,1.9169158744565995,1.0,0.0049608060191946995,1.2820203884322534,0.4920881532529329,0.049132947976878616,0.2199812038692523,0.2122543352601156
frozenset({'butter milk'}),frozenset({'rolls/buns'}),0.027961362480935434,0.18393492628368074,0.007625826131164209,0.2727272727272727,1.482737826021408,1.0,0.002482754984442074,1.122089476359939,0.33493723849372387,0.03733200597312095,0.10880547312144616,0.15709332127242573
frozenset({'butter milk'}),frozenset({'whole milk'}),0.027961362480935434,0.25551601423487547,0.011591255719369599,0.41454545454545455,1.622385414028868,1.0,0.004446679825664388,1.271634137176455,0.3946588490053586,0.042632759910246815,0.21361029028333042,0.22995478059544913
frozenset({'butter milk'}),frozenset({'yogurt'}),0.027961362480935434,0.13950177935943062,0.008540925266903915,0.3054545454545455,2.18961038961039,1.0,0.004640265447499399,1.2389372286709768,0.5589260808926081,0.05374280230326296,0.1928566057598316,0.18333951762523193
frozenset({'candy'}),frozenset({'soda'}),0.0298932384341637,0.17437722419928825,0.00864260294865277,0.2891156462585034,1.657989726502846,1.0,0.003429903008175826,1.1614023736143984,0.40908894739113544,0.04417879417879418,0.13897196809758386,0.16933916423712342
frozenset({'candy'}),frozenset({'whole milk'}),0.0298932384341637,0.25551601423487547,0.008235892221657347,0.2755102040816327,1.0782502416008186,1.0,0.0005976910843870486,1.027597614154679,0.07480774978940793,0.02971386647101981,0.026856440472938708,0.15387129782275027
frozenset({'cat food'}),frozenset({'other vegetables'}),0.023284189120488054,0.1934926283680732,0.006507371631926792,0.2794759825327511,1.444375348507413,1.0,0.0020020526795842637,1.1193344733558257,0.31499355871330414,0.030947775628626693,0.10661198792355105,0.15655354565418425
frozenset({'cat food'}),frozenset({'whole milk'}),0.023284189120488054,0.25551601423487547,0.008845958312150484,0.3799126637554585,1.4868448261181593,1.0,0.002896475113392326,1.2006114981705178,0.33524066615453463,0.032768361581920896,0.1670911018895021,0.20726631993980646
frozenset({'cat food'}),frozenset({'yogurt'}),0.023284189120488054,0.13950177935943062,0.0062023385866802234,0.26637554585152834,1.9094777649050882,1.0,0.002954152773430644,1.1729410269445855,0.487651160647546,0.03961038961038961,0.14744221829726825,0.15541809362547263
frozenset({'chicken'}),frozenset({'other vegetables'}),0.04290798169801729,0.1934926283680732,0.017895271987798677,0.4170616113744075,2.1554392789633723,1.0,0.009592893831080132,1.383520775726313,0.5600897694677572,0.08189855746859002,0.2772063726509453,0.25477358025367774
frozenset({'chicken'}),frozenset({'root vegetables'}),0.04290798169801729,0.10899847483477376,0.010879511947127605,0.2535545023696682,2.32622064440829,1.0,0.0062026073838053345,1.1936591860943664,0.595677483218178,0.07714491708723864,0.16223993276340143,0.17668396760274455
frozenset({'chicken'}),frozenset({'whole milk'}),0.04290798169801729,0.25551601423487547,0.01759023894255211,0.4099526066350711,1.6044106192821026,1.0,0.00662656248021175,1.2617359116180025,0.3936070457226477,0.06263577118030413,0.2074411207669932,0.2393973140616661
frozenset({'chocolate'}),frozenset({'other vegetables'}),0.04961870869344179,0.1934926283680732,0.012709710218607015,0.25614754098360654,1.3238103339851657,1.0,0.0031088558572832,1.084230295747604,0.25737541457152024,0.05516328331862312,0.07768672031943649,0.16091665015549217
frozenset({'chocolate'}),frozenset({'soda'}),0.04961870869344179,0.17437722419928825,0.013523131672597865,0.2725409836065574,1.5629391100702577,1.0,0.004870758982282394,1.1349406044809782,0.3789845320479975,0.0642512077294686,0.11889662238552855,0.1750460020073603
frozenset({'chocolate'}),frozenset({'whole milk'}),0.04961870869344179,0.25551601423487547,0.016675139806812404,0.3360655737704918,1.3152427051463536,1.0,0.003996765129982793,1.121321558806731,0.25219778355909156,0.057807543179414875,0.10819515406074659,0.20066310920916153
frozenset({'citrus fruit'}),frozenset({'other vegetables'}),0.08276563294356888,0.1934926283680732,0.02887646161667514,0.34889434889434895,1.8031402634660652,1.0,0.01286192175987681,1.2386735858648839,0.48560323252005105,0.11672831894780107,0.19268481106605168,0.2490661970430757
frozenset({'citrus fruit'}),frozenset({'whole milk'}),0.08276563294356888,0.25551601423487547,0.030503304524656837,0.36855036855036855,1.4423767905662055,1.0,0.009355359879289413,1.179007712865392,0.3343746073975538,0.09910802775024777,0.1518291279285543,0.24396479828234702
frozenset({'citrus fruit'}),frozenset({'yogurt'}),0.08276563294356888,0.13950177935943062,0.021657346212506354,0.2616707616707617,1.8757521436092865,1.0,0.010111393147068985,1.1654668079890573,0.5090089738445452,0.10795742524075012,0.14197470649083554,0.2084592875409202
frozenset({'coffee'}),frozenset({'whole milk'}),0.05805795627859685,0.25551601423487547,0.018708693441789527,0.3222416812609457,1.261140841703701,1.0,0.0038739558588597976,1.098450531968698,0.21983003397912437,0.06344827586206897,0.0896267324776565,0.197730470554866
frozenset({'cream cheese '}),frozenset({'other vegetables'}),0.03721403152008134,0.1934926283680732,0.01311642094560244,0.3524590163934426,1.8215630195635881,1.0,0.005915780174609579,1.245492396697406,0.4684539758870439,0.0602803738317757,0.19710469317063897,0.21012336000964826
frozenset({'cream cheese '}),frozenset({'rolls/buns'}),0.03721403152008134,0.18393492628368074,0.0099644128113879,0.2677595628415301,1.4557298510483405,1.0,0.0031194526670231667,1.1144769290304959,0.3251598664600489,0.047183437650457384,0.10271807881216648,0.16096656970158316
frozenset({'cream cheese '}),frozenset({'whole milk'}),0.03721403152008134,0.25551601423487547,0.015861718352821557,0.42622950819672134,1.6681126992100095,1.0,0.0063529373451993495,1.2975292323335028,0.4160012023038742,0.057289753947851636,0.2293044541265712,0.2441533533820853
frozenset({'cream cheese '}),frozenset({'yogurt'}),0.03721403152008134,0.13950177935943062,0.012099644128113879,0.32513661202185795,2.3306986729117876,1.0,0.006908220513924595,1.2750702378722607,0.5930124927782919,0.07350216182828906,0.21572947881779192,0.20593565294970448
frozenset({'curd'}),frozenset({'other vegetables'}),0.05327910523640061,0.1934926283680732,0.017183528215556684,0.32251908396946566,1.6668287918232763,1.0,0.006874414106266357,1.1904503175637453,0.4225726521852692,0.07484499557130203,0.15998174367620963,0.20566311529004022
frozenset({'curd'}),frozenset({'whole milk'}),0.05327910523640061,0.25551601423487547,0.026131164209456024,0.4904580152671756,1.9194805332879712,1.0,0.012517499597450459,1.4610846761832408,0.5059840939568988,0.09244604316546762,0.31557697079386393,0.2963631102997239
frozenset({'curd'}),frozenset({'yogurt'}),0.05327910523640061,0.13950177935943062,0.01728520589730554,0.3244274809160305,2.325615360648076,1.0,0.009852675914149298,1.2737318294227638,0.6020848206106628,0.09849362688296638,0.21490538518364175,0.22416709322769454
frozenset({'dessert'}),frozenset({'other vegetables'}),0.03711235383833249,0.1934926283680732,0.011591255719369599,0.31232876712328766,1.6141636493208271,1.0,0.004410288830264696,1.1728095244846743,0.39514903944126417,0.052924791086350974,0.14734662438950255,0.1861170898149281
frozenset({'dessert'}),frozenset({'soda'}),0.03711235383833249,0.17437722419928825,0.009862735129639044,0.2657534246575342,1.524014537321778,1.0,0.0033911858838088236,1.1244489297285811,0.35709075866273304,0.04891578416540594,0.11067548417572032,0.1611565957106913
frozenset({'dessert'}),frozenset({'whole milk'}),0.03711235383833249,0.25551601423487547,0.013726487036095577,0.3698630136986301,1.4475140229709618,1.0,0.004243686304450479,1.1814637165403061,0.32107630333607096,0.049216186656944945,0.1535922889546609,0.2117918331525383
frozenset({'dessert'}),frozenset({'yogurt'}),0.03711235383833249,0.13950177935943062,0.009862735129639044,0.2657534246575342,1.905018171652222,1.0,0.004685495732974867,1.1719472034843574,0.49338116025647993,0.059146341463414624,0.14671924040019482,0.16822656655617235
frozenset({'detergent'}),frozenset({'other vegetables'}),0.019217081850533807,0.1934926283680732,0.006405693950177936,0.33333333333333337,1.7227185146260293,1.0,0.0026873302733537536,1.2097610574478903,0.42774206925150327,0.031049778215869885,0.17339048579593214,0.1832194780171659
frozenset({'detergent'}),frozenset({'whole milk'}),0.019217081850533807,0.25551601423487547,0.008947635993899338,0.4656084656084656,1.8222281174927413,1.0,0.004037363834225575,1.3931433000951339,0.4600623433170603,0.033664881407804124,0.2821987516060173,0.25031318624633386
frozenset({'domestic eggs'}),frozenset({'other vegetables'}),0.06344687341128623,0.1934926283680732,0.02226741230299949,0.35096153846153844,1.8138238206879824,1.0,0.0099909100049133,1.2426187651810428,0.4790743051414107,0.09488734835355286,0.195247948911905,0.23302149440155218
frozenset({'domestic eggs'}),frozenset({'whole milk'}),0.06344687341128623,0.25551601423487547,0.029994916115912557,0.47275641025641024,1.8502026640954214,1.0,0.013783223906196004,1.4120304167703273,0.4906488005314205,0.10380014074595353,0.29179995832720496,0.2950729922352485
frozenset({'flour'}),frozenset({'other vegetables'}),0.017386883579054397,0.1934926283680732,0.00630401626842908,0.3625730994152047,1.8738341738037512,1.0,0.0029397824655881533,1.2652546839363257,0.47458642651142924,0.030815109343936383,0.2096452890504965,0.19757661802079207
frozenset({'flour'}),frozenset({'whole milk'}),0.017386883579054397,0.25551601423487547,0.008439247585155059,0.48538011695906436,1.899607421525029,1.0,0.003996620393069273,1.4466677450663217,0.4819551384345328,0.031910803537101115,0.3087562756476916,0.2592041850215139
frozenset({'frankfurter'}),frozenset({'other vegetables'}),0.058973055414336555,0.1934926283680732,0.016471784443314694,0.2793103448275862,1.44351930708319,1.0,0.005060932948298683,1.1190772142261185,0.32650352495481255,0.06979750107712195,0.10640661136905073,0.18221954445793392
frozenset({'frankfurter'}),frozenset({'rolls/buns'}),0.058973055414336555,0.18393492628368074,0.019217081850533807,0.3258620689655172,1.7716160576428202,1.0,0.008369877250174393,1.2105313113950515,0.46283862005093757,0.0859090909090909,0.17391645256365085,0.21516984045290785
frozenset({'frankfurter'}),frozenset({'whole milk'}),0.058973055414336555,0.25551601423487547,0.020538891713268937,0.3482758620689655,1.3630294880414944,1.0,0.0054703316465452186,1.1423299252480745,0.283031382554787,0.06987201660325146,0.12459616272169836,0.21432893779930567
frozenset({'frozen meals'}),frozenset({'other vegetables'}),0.02836807320793086,0.1934926283680732,0.0075241484494153535,0.26523297491039427,1.3707652697024317,1.0,0.002035135402674893,1.0976368618795491,0.27837752989490117,0.03510436432637571,0.08895187950626925,0.15205947221610097
frozenset({'frozen meals'}),frozenset({'whole milk'}),0.02836807320793086,0.25551601423487547,0.009862735129639044,0.3476702508960573,1.360659338465071,1.0,0.002614238132025392,1.1412694067498337,0.2728010253179304,0.03599257884972169,0.12378269838332742,0.1931347673103446
frozenset({'frozen vegetables'}),frozenset({'other vegetables'}),0.04809354346720895,0.1934926283680732,0.017793594306049824,0.3699788583509514,1.912108287904155,1.0,0.008487848173045388,1.2801274724224878,0.5011175878170111,0.07950931394820536,0.21882779524478152,0.2309694607046402
frozenset({'frozen vegetables'}),frozenset({'whole milk'}),0.04809354346720895,0.25551601423487547,0.02043721403152008,0.4249471458773784,1.6630939831691272,1.0,0.008148543494347116,1.2946357546577347,0.418855306887906,0.07217235188509874,0.2275819693668419,0.25246561432348824
frozenset({'frozen vegetables'}),frozenset({'yogurt'}),0.04809354346720895,0.13950177935943062,0.012404677173360447,0.25792811839323465,1.8489235017474217,1.0,0.005695542283984678,1.1595887702649268,0.4823422905992483,0.07080673244341264,0.137625315419764,0.17342470059603424
frozenset({'fruit/vegetable juice'}),frozenset({'other vegetables'}),0.0722928317234367,0.1934926283680732,0.021047280122013217,0.2911392405063291,1.5046528798632406,1.0,0.007059150099674626,1.1377514706950396,0.3615309837409222,0.0859991690901537,0.12107342793491513,0.1999574289762334
frozenset({'fruit/vegetable juice'}),frozenset({'soda'}),0.0722928317234367,0.17437722419928825,0.01840366039654296,0.2545710267229255,1.459886908349838,1.0,0.0057974370711038215,1.1075807426307662,0.3395634366045717,0.08062360801781739,0.09713128667733646,0.1800551926617543
frozenset({'fruit/vegetable juice'}),frozenset({'whole milk'}),0.0722928317234367,0.25551601423487547,0.026639552618200304,0.36849507735583686,1.4421604002366317,1.0,0.008167576398475197,1.1789044852539055,0.3304877497816346,0.08845374746792706,0.1517548601194558,0.2363764682441739
frozenset({'fruit/vegetable juice'}),frozenset({'yogurt'}),0.0722928317234367,0.13950177935943062,0.018708693441789527,0.2587904360056259,1.8551049111627773,1.0,0.008623714781438214,1.1609378270881305,0.49686683948687643,0.09689310163243811,0.13862742976667028,0.19645061158881877
frozenset({'grapes'}),frozenset({'other vegetables'}),0.022369089984748347,0.1934926283680732,0.009049313675648195,0.40454545454545454,2.0907538336597717,1.0,0.004721059660297295,1.3544398607559076,0.5336406714695555,0.043756145526057035,0.26168741117682115,0.22565685759327378
frozenset({'grapes'}),frozenset({'tropical fruit'}),0.022369089984748347,0.10493136756481952,0.006100660904931368,0.27272727272727276,2.5991014799154337,1.0,0.0037534417016512156,1.2307193695983731,0.6293291731669267,0.05033557046979866,0.1874670825028658,0.16543340380549684
frozenset({'grapes'}),frozenset({'whole milk'}),0.022369089984748347,0.25551601423487547,0.007320793085917641,0.32727272727272727,1.2808305900227905,1.0,0.0016051323709534724,1.1066653842454555,0.2242734153810597,0.02705749718151071,0.09638449504606289,0.1779618709980827
frozenset({'ham'}),frozenset({'other vegetables'}),0.026029486527707167,0.1934926283680732,0.009150991357397052,0.35156250000000006,1.8169296833946402,1.0,0.004114477594079641,1.243770404444417,0.461637146071847,0.04349927501208313,0.19599308969994964,0.19942812335785604
frozenset({'ham'}),frozenset({'rolls/buns'}),0.026029486527707167,0.18393492628368074,0.006914082358922217,0.265625,1.4441248618021005,1.0,0.002126350673246338,1.1112375471881795,0.3157581228545286,0.03405107661492238,0.10010240156989782,0.15160741431730237
frozenset({'ham'}),frozenset({'whole milk'}),0.026029486527707167,0.25551601423487547,0.011489578037620742,0.44140625,1.7275091399721447,1.0,0.004838627387480619,1.332782519971132,0.4323866644124731,0.04254518072289157,0.24969003943594645,0.24318621294269796
frozenset({'ham'}),frozenset({'yogurt'}),0.026029486527707167,0.13950177935943062,0.006710726995424504,0.2578125,1.848094706632653,1.0,0.0030795673089970273,1.1594081288630829,0.47116640884257543,0.042253521126760556,0.13749095326716293,0.1529587281341108
frozenset({'hamburger meat'}),frozenset({'other vegetables'}),0.033248601931875954,0.1934926283680732,0.013828164717844434,0.41590214067278286,2.149446954028807,1.0,0.0073948053404819586,1.3807744006473301,0.5531557017001163,0.06494746895893028,0.27576872838083955,0.24368412341048495
frozenset({'hamburger meat'}),frozenset({'rolls/buns'}),0.033248601931875954,0.18393492628368074,0.00864260294865277,0.2599388379204893,1.413210873934777,1.0,0.002527023803277721,1.1026995004348612,0.30244747457249604,0.041443198439785466,0.09313462134911685,0.1534630618568726
frozenset({'hamburger meat'}),frozenset({'whole milk'}),0.033248601931875954,0.25551601423487547,0.014743263853584139,0.4434250764525994,1.7354101181501451,1.0,0.006247713609069214,1.3376168315670094,0.4383415780540524,0.05380333951762523,0.25240175183164637,0.2505625183297617
frozenset({'hard cheese'}),frozenset({'other vegetables'}),0.024504321301474327,0.1934926283680732,0.00945602440264362,0.38589211618257263,1.9943504795878098,1.0,0.0047146188676455885,1.313299165968205,0.511107972949043,0.04534373476352999,0.23855887073318227,0.21738116056107087
frozenset({'hard cheese'}),frozenset({'whole milk'}),0.024504321301474327,0.25551601423487547,0.010066090493136757,0.4107883817427386,1.6076815497174028,1.0,0.0038048439826532804,1.263525637812641,0.38748123300968823,0.03728813559322034,0.20856374411907044,0.225091763493733
frozenset({'hard cheese'}),frozenset({'yogurt'}),0.024504321301474327,0.13950177935943062,0.006405693950177936,0.26141078838174275,1.8738885595732069,1.0,0.0029872975266270686,1.1650565796313326,0.47806499432515687,0.04064516129032258,0.1416725869944984,0.15366457786434076
frozenset({'herbs'}),frozenset({'other vegetables'}),0.01626842907981698,0.1934926283680732,0.007727503812913066,0.47500000000000003,2.4548738833420916,1.0,0.004579682710839684,1.5362045173941465,0.6024479804161567,0.03824861600402617,0.3490450075642966,0.2574684708355229
frozenset({'herbs'}),frozenset({'root vegetables'}),0.01626842907981698,0.10899847483477376,0.007015760040671073,0.43124999999999997,3.956477378731343,1.0,0.00524252608301334,1.5665960882025953,0.7596075347339251,0.05932932072226999,0.36167337099166946,0.2478078358208955
frozenset({'herbs'}),frozenset({'whole milk'}),0.01626842907981698,0.25551601423487547,0.007727503812913066,0.47500000000000003,1.858983286908078,1.0,0.0035706596565754888,1.4180647347907136,0.46971304229566163,0.029264536003080478,0.29481357552581267,0.2526213688818146
frozenset({'hygiene articles'}),frozenset({'other vegetables'}),0.03294356888662939,0.1934926283680732,0.009557702084392475,0.2901234567901234,1.499403151618951,1.0,0.003183364352693876,1.1361234278641055,0.34441419453846267,0.04406938584153773,0.11981394320863134,0.16975957390215576
frozenset({'hygiene articles'}),frozenset({'whole milk'}),0.03294356888662939,0.25551601423487547,0.012811387900355872,0.38888888888888884,1.5219746208604144,1.0,0.004393778483772277,1.2182465221611127,0.35464199348123215,0.046477314644042776,0.17914807733163365,0.2195140823274528
frozenset({'long life bakery product'}),frozenset({'other vegetables'}),0.037417386883579054,0.1934926283680732,0.010676156583629894,0.28532608695652173,1.474609598117389,1.0,0.0034361680488611147,1.128497006694103,0.3343654901487373,0.048476454293628804,0.11386561588721524,0.17025106239575954
frozenset({'long life bakery product'}),frozenset({'whole milk'}),0.037417386883579054,0.25551601423487547,0.013523131672597865,0.36141304347826086,1.414443805256146,1.0,0.003962390113021437,1.165830241538578,0.3043981031060804,0.04839883551673945,0.14224218555158363,0.2071689172823059
frozenset({'margarine'}),frozenset({'other vegetables'}),0.05856634468734113,0.1934926283680732,0.019725470259278087,0.3368055555555555,1.7406634991533834,1.0,0.00839331429181391,1.2160948849737954,0.45197706772903035,0.0849015317286652,0.17769574368241156,0.21937492701582295
frozenset({'margarine'}),frozenset({'rolls/buns'}),0.05856634468734113,0.18393492628368074,0.014743263853584139,0.2517361111111111,1.3686150651065658,1.0,0.003970867560813411,1.090611328214849,0.2860895829221149,0.06473214285714285,0.08308306164686986,0.16594544637921504
frozenset({'margarine'}),frozenset({'whole milk'}),0.05856634468734113,0.25551601423487547,0.024199288256227757,0.4131944444444444,1.6170980346641903,1.0,0.009234649293412478,1.2687064372802122,0.40534805562791043,0.08347948088390038,0.21179559698321643,0.25395098266790467
frozenset({'meat'}),frozenset({'other vegetables'}),0.025826131164209457,0.1934926283680732,0.0099644128113879,0.3858267716535433,1.9940127688978446,1.0,0.004967246811846406,1.3131594384263423,0.5117142984946823,0.047595920349684316,0.23847784911908704,0.21866220348310375
frozenset({'meat'}),frozenset({'rolls/buns'}),0.025826131164209457,0.18393492628368074,0.006914082358922217,0.2677165354330709,1.4554959237060543,1.0,0.0021637548270406802,1.114411444752393,0.3212454797178238,0.034085213032581455,0.10266535334964516,0.15265318203383782
frozenset({'meat'}),frozenset({'whole milk'}),0.025826131164209457,0.25551601423487547,0.0099644128113879,0.3858267716535433,1.5099905687276554,1.0,0.0033654227132019956,1.2121726434893694,0.34669807804136155,0.03671787186212064,0.175035003989702,0.21241199306911146
frozenset({'misc. beverages'}),frozenset({'soda'}),0.02836807320793086,0.17437722419928825,0.007320793085917641,0.25806451612903225,1.4799210006583279,1.0,0.0023740472240364593,1.112795915209655,0.3337562787777313,0.03746097814776275,0.10136262513904339,0.150023511708831
frozenset({'napkins'}),frozenset({'other vegetables'}),0.05236400610066091,0.1934926283680732,0.01443823080833757,0.2757281553398058,1.4250059946226958,1.0,0.00430618163603887,1.1135423495722314,0.31472903947288877,0.06239015817223198,0.10196500350062913,0.1751735889678535
frozenset({'napkins'}),frozenset({'whole milk'}),0.05236400610066091,0.25551601423487547,0.019725470259278087,0.37669902912621356,1.4742677880844848,1.0,0.006345628131066509,1.1944213478786265,0.33947336401044187,0.06845448129851799,0.16277450852995223,0.22694879828773867
frozenset({'newspapers'}),frozenset({'whole milk'}),0.07981698017285206,0.25551601423487547,0.027351296390442297,0.34267515923566877,1.3411103028582578,1.0,0.0069567797484110586,1.1325967612899666,0.2764115097866047,0.08880818752063387,0.1170732301396889,0.22485926684425697
frozenset({'oil'}),frozenset({'other vegetables'}),0.02806304016268429,0.1934926283680732,0.0099644128113879,0.35507246376811596,1.8350697221016397,1.0,0.004534421410311316,1.2505395200584932,0.4682007126524633,0.047092743873137916,0.2003451438678039,0.2032850495403901
frozenset({'oil'}),frozenset({'root vegetables'}),0.02806304016268429,0.10899847483477376,0.007015760040671073,0.25,2.2936100746268657,1.0,0.003956931463711484,1.188002033553635,0.5802908254001464,0.05394839718530101,0.15825059910989386,0.15718283582089554
frozenset({'oil'}),frozenset({'whole milk'}),0.02806304016268429,0.25551601423487547,0.01128622267412303,0.40217391304347827,1.57396754269105,1.0,0.004115666504440709,1.2453186670980265,0.3751919091389747,0.041448842419716206,0.19699268434616343,0.22317211370438936
frozenset({'onions'}),frozenset({'other vegetables'}),0.031011692933401117,0.1934926283680732,0.014234875444839857,0.45901639344262296,2.372268118501417,1.0,0.008234341469012472,1.4908166566529557,0.5969757157847398,0.06769825918762089,0.32922670568686296,0.2662922219446431
frozenset({'onions'}),frozenset({'root vegetables'}),0.031011692933401117,0.10899847483477376,0.00945602440264362,0.3049180327868853,2.79745228774162,1.0,0.006075797170858568,1.2818654017707265,0.6630956007627301,0.07242990654205608,0.21988689403845907,0.19583588206508445
frozenset({'onions'}),frozenset({'whole milk'}),0.031011692933401117,0.25551601423487547,0.012099644128113879,0.3901639344262295,1.5269647015845471,1.0,0.0041756599550953725,1.220793632571844,0.35615085488550086,0.04409040385327899,0.1808607341002413,0.21875884743595597
frozenset({'pastry'}),frozenset({'other vegetables'}),0.08896797153024912,0.1934926283680732,0.02257244534824606,0.2537142857142857,1.3112348922753547,1.0,0.005357798696282251,1.0806951763827504,0.26053983671171166,0.0868544600938967,0.07466969238527485,0.18518609713985437
frozenset({'pickled vegetables'}),frozenset({'other vegetables'}),0.017895271987798677,0.1934926283680732,0.006405693950177936,0.35795454545454547,1.84996476854727,1.0,0.0029430907378972158,1.256153074400169,0.4678209483054706,0.03125,0.2039186780818778,0.19553008407777195
frozenset({'pip fruit'}),frozenset({'other vegetables'}),0.07564819522114896,0.1934926283680732,0.026131164209456024,0.3454301075268817,1.7852365252374574,1.0,0.011493796084814796,1.2321180379756747,0.47584710923318785,0.10753138075313806,0.18838944875528008,0.24024001435198525
frozenset({'pork'}),frozenset({'other vegetables'}),0.05765124555160142,0.1934926283680732,0.021657346212506354,0.37566137566137564,1.9414764212452071,1.0,0.010502255182033807,1.2917787562579164,0.5145951236117612,0.09437306158617634,0.22587362955492052,0.24379495477761373
